UserId,ContinentId,RegionId,CountryId,CityId,UserContinent,UserRegion,UserCountry,UserCity
25441,5,19,141,6424,Europe,Northern Europe,Denmark,Copenhagen
25443,2,8,51,1071,America,Northern America,United States,Fort Worth
25444,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
25449,4,15,109,3687,Australia & Oceania,Australia,Australia,Adelaide
25451,5,21,163,426,Europe,Western Europe,United Kingdom,London
25454,4,15,109,4756,Australia & Oceania,Australia,Australia,Mount Gambier
25458,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
25460,5,21,159,7430,Europe,Western Europe,France,Ile-de-France
25463,4,15,109,935,Australia & Oceania,Australia,Australia,Darwin
25465,3,13,93,2690,Asia,South Asia,India,Bengaluru
25469,3,12,89,2623,Asia,Middle East,United Arab Emirates,Dubai
25472,4,15,109,3825,Australia & Oceania,Australia,Australia,Belrose
25473,2,8,51,1500,America,Northern America,United States,Mount Vernon
25477,1,4,22,147,Africa,Southern Africa,South Africa,Krugersdorp
25478,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
25481,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
25483,5,17,130,6098,Europe,Central Europe,Poland,Krakow
25485,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
25489,5,21,159,7493,Europe,Western Europe,France,Ouistreham
25490,4,15,109,4883,Australia & Oceania,Australia,Australia,Officer
25493,5,17,135,1967,Europe,Central Europe,Switzerland,Switzerland
25494,4,15,109,3915,Australia & Oceania,Australia,Australia,Brisbane
25495,5,21,163,9079,Europe,Western Europe,United Kingdom,Whitstable
25496,4,15,109,3915,Australia & Oceania,Australia,Australia,Brisbane
25498,5,21,163,426,Europe,Western Europe,United Kingdom,London
25499,3,14,106,3551,Asia,South East Asia,Singapore,Singapore
25503,5,21,163,8335,Europe,Western Europe,United Kingdom,Great Bookham
25505,3,14,106,3551,Asia,South East Asia,Singapore,Singapore
25508,3,14,101,3013,Asia,South East Asia,Indonesia,Bali
25509,4,15,109,3969,Australia & Oceania,Australia,Australia,Byron Bay
25510,4,15,109,4832,Australia & Oceania,Australia,Australia,Nightcliff
25517,4,15,109,5315,Australia & Oceania,Australia,Australia,Victoria Point
25520,5,21,163,426,Europe,Western Europe,United Kingdom,London
25526,5,17,133,6167,Europe,Central Europe,Slovakia,Kosice
25529,3,12,81,2537,Asia,Middle East,Kuwait,Kuwait
25532,5,17,125,5838,Europe,Central Europe,Germany,Cologne
25536,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
25537,4,16,115,969,Australia & Oceania,Oceania,New Zealand,Dunedin
25539,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
25543,4,15,109,4438,Australia & Oceania,Australia,Australia,Jervis Bay
25544,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
25546,3,14,101,3098,Asia,South East Asia,Indonesia,Jakarta
25551,4,15,109,5272,Australia & Oceania,Australia,Australia,Trinity Beach
25561,3,14,101,3013,Asia,South East Asia,Indonesia,Bali
25563,5,21,163,1722,Europe,Western Europe,United Kingdom,Portsmouth
25564,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
25565,5,21,163,8830,Europe,Western Europe,United Kingdom,Saltburn-by-the-Sea
25566,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
25568,5,21,163,8183,Europe,Western Europe,United Kingdom,Crawley
25569,4,16,115,5639,Australia & Oceania,Oceania,New Zealand,Tauranga
25571,5,20,157,7112,Europe,Southern Europe,Spain,Madrid
25578,4,15,109,3973,Australia & Oceania,Australia,Australia,Cairns
25580,3,14,103,3350,Asia,South East Asia,Malaysia,Kota Kinabalu
25586,5,21,163,4607,Europe,Western Europe,United Kingdom,Maidstone
25590,3,11,69,2266,Asia,East Asia,China,Beijing
25592,4,15,109,4303,Australia & Oceania,Australia,Australia,Gold Coast
25595,4,15,109,3985,Australia & Oceania,Australia,Australia,Cannonvale
25596,2,8,51,2095,America,Northern America,United States,Westminster
25600,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
25601,5,21,158,7220,Europe,Western Europe,Belgium,Diegem
25605,4,15,109,4395,Australia & Oceania,Australia,Australia,Hobart
25607,4,15,109,5013,Australia & Oceania,Australia,Australia,Quinns Rocks
25608,5,21,163,4821,Europe,Western Europe,United Kingdom,Newhaven
25609,5,21,163,8795,Europe,Western Europe,United Kingdom,Ripley
25614,4,16,115,5488,Australia & Oceania,Oceania,New Zealand,Auckland Central
25618,3,14,101,3098,Asia,South East Asia,Indonesia,Jakarta
25621,4,15,109,4335,Australia & Oceania,Australia,Australia,Greenock
25624,4,15,109,4212,Australia & Oceania,Australia,Australia,Elwood
25628,3,14,103,3385,Asia,South East Asia,Malaysia,Petaling Jaya
25631,5,17,131,6129,Europe,Central Europe,Romania,Bucharest
25632,3,13,96,2945,Asia,South Asia,Pakistan,Islamabad
25633,5,21,163,426,Europe,Western Europe,United Kingdom,London
25634,4,16,115,5621,Australia & Oceania,Oceania,New Zealand,Rotorua
25635,5,17,121,2043,Europe,Central Europe,Austria,Vienna
25638,3,14,106,3551,Asia,South East Asia,Singapore,Singapore
25639,4,15,109,3726,Australia & Oceania,Australia,Australia,Armstrong Creek
25641,4,15,109,3915,Australia & Oceania,Australia,Australia,Brisbane
25643,2,8,51,1409,America,Northern America,United States,Marina del Rey
25644,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
25645,5,21,163,8918,Europe,Western Europe,United Kingdom,Stapleford
25646,3,14,101,3260,Asia,South East Asia,Indonesia,Surabaya
25647,5,21,163,426,Europe,Western Europe,United Kingdom,London
25654,5,21,163,521,Europe,Western Europe,United Kingdom,Southampton
25655,5,20,157,7052,Europe,Southern Europe,Spain,Barcelona
25658,3,14,101,3098,Asia,South East Asia,Indonesia,Jakarta
25659,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
25669,3,14,101,3164,Asia,South East Asia,Indonesia,Medan
25670,2,8,51,1590,America,Northern America,United States,Northville
25674,5,21,163,8945,Europe,Western Europe,United Kingdom,Sunderland
25675,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
25676,5,21,163,1276,Europe,Western Europe,United Kingdom,kent
25677,2,8,51,1551,America,Northern America,United States,New York
25680,4,15,109,1228,Australia & Oceania,Australia,Australia,Ipswich
25682,2,8,48,384,America,Northern America,Canada,Grande Prairie
25683,2,8,51,2090,America,Northern America,United States,Westerly
25684,2,8,51,1847,America,Northern America,United States,Seattle
25685,4,15,109,5399,Australia & Oceania,Australia,Australia,Wollongong
25686,2,8,51,1552,America,Northern America,United States,New York City
25688,5,21,163,8177,Europe,Western Europe,United Kingdom,Coventry
25690,5,21,163,8577,Europe,Western Europe,United Kingdom,Lydney
25691,4,15,109,5031,Australia & Oceania,Australia,Australia,Revesby
25700,3,14,101,3156,Asia,South East Asia,Indonesia,Malang
25701,4,15,109,161,Australia & Oceania,Australia,Australia,Newcastle
25702,5,20,150,6791,Europe,Southern Europe,Greece,Zakinthos
25705,2,8,51,1964,America,Northern America,United States,Sweet Home
25707,5,21,163,8508,Europe,Western Europe,United Kingdom,Laxey
25708,3,14,101,3260,Asia,South East Asia,Indonesia,Surabaya
25714,2,8,51,1806,America,Northern America,United States,San Francisco
25717,4,15,109,5109,Australia & Oceania,Australia,Australia,Sippy Downs
25725,4,15,109,4164,Australia & Oceania,Australia,Australia,Devonport
25730,2,8,51,1521,America,Northern America,United States,Nantucket
25747,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
25750,3,11,69,2266,Asia,East Asia,China,Beijing
25751,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
25754,5,21,163,1011,Europe,Western Europe,United Kingdom,England
25755,3,14,101,3098,Asia,South East Asia,Indonesia,Jakarta
25756,2,8,51,2053,America,Northern America,United States,Waikiki
25759,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
25762,2,8,51,1304,America,Northern America,United States,Laguna Niguel
25763,3,14,105,1399,Asia,South East Asia,Philippines,Manila
25765,4,16,115,5572,Australia & Oceania,Oceania,New Zealand,New Zealand
25766,5,21,163,8565,Europe,Western Europe,United Kingdom,Longwell Green
25768,4,15,109,3956,Australia & Oceania,Australia,Australia,Burleigh Heads
25770,4,15,109,4303,Australia & Oceania,Australia,Australia,Gold Coast
25771,3,14,106,3551,Asia,South East Asia,Singapore,Singapore
25772,2,8,48,554,America,Northern America,Canada,Vancouver
25773,2,8,48,360,America,Northern America,Canada,Courtenay
25775,4,15,109,5145,Australia & Oceania,Australia,Australia,St Clair
25781,4,15,109,4354,Australia & Oceania,Australia,Australia,Halls Gap
25782,4,15,109,3687,Australia & Oceania,Australia,Australia,Adelaide
25783,4,15,109,161,Australia & Oceania,Australia,Australia,Newcastle
25785,4,15,109,3687,Australia & Oceania,Australia,Australia,Adelaide
25788,2,8,48,464,America,Northern America,Canada,Ontario
25796,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
25798,3,13,93,2835,Asia,South Asia,India,New Delhi
25804,5,21,163,426,Europe,Western Europe,United Kingdom,London
25807,3,14,106,3551,Asia,South East Asia,Singapore,Singapore
25808,3,14,101,3098,Asia,South East Asia,Indonesia,Jakarta
25810,2,8,51,1451,America,Northern America,United States,Miami
25811,5,21,163,960,Europe,Western Europe,United Kingdom,Dorchester
25814,5,21,162,7833,Europe,Western Europe,Netherlands,Rotterdam
25816,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
25819,3,14,103,3305,Asia,South East Asia,Malaysia,Alor Setar
25820,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
25823,4,15,109,4632,Australia & Oceania,Australia,Australia,Margate
25824,3,14,103,3363,Asia,South East Asia,Malaysia,Langkawi
25826,3,14,101,3098,Asia,South East Asia,Indonesia,Jakarta
25832,5,21,163,8317,Europe,Western Europe,United Kingdom,Glasgow
25834,2,8,48,545,America,Northern America,Canada,Toronto
25837,2,8,48,390,America,Northern America,Canada,Hamilton
25841,3,12,89,2623,Asia,Middle East,United Arab Emirates,Dubai
25843,2,8,51,950,America,Northern America,United States,Denver
25845,3,14,105,3464,Asia,South East Asia,Philippines,Kabankalan
25849,4,15,109,3915,Australia & Oceania,Australia,Australia,Brisbane
25852,5,20,157,7052,Europe,Southern Europe,Spain,Barcelona
25854,5,21,159,7490,Europe,Western Europe,France,Orcieres
25856,5,21,163,426,Europe,Western Europe,United Kingdom,London
25861,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
25863,3,14,101,3156,Asia,South East Asia,Indonesia,Malang
25869,4,15,109,4901,Australia & Oceania,Australia,Australia,Padstow
25875,4,15,109,935,Australia & Oceania,Australia,Australia,Darwin
25881,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
25882,4,15,109,3750,Australia & Oceania,Australia,Australia,Australia
25885,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
25887,5,21,163,8573,Europe,Western Europe,United Kingdom,Lowestoft
25889,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
25895,4,15,109,5437,Australia & Oceania,Australia,Australia,Yallourn North
25906,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
25909,5,21,163,426,Europe,Western Europe,United Kingdom,London
25910,5,21,163,8192,Europe,Western Europe,United Kingdom,Croydon North
25911,2,8,51,698,America,Northern America,United States,Austin
25913,5,21,163,4632,Europe,Western Europe,United Kingdom,Margate
25915,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
25917,3,14,103,3413,Asia,South East Asia,Malaysia,Subang Jaya
25920,5,17,123,5756,Europe,Central Europe,Czech Republic,Brno
25925,5,20,151,6912,Europe,Southern Europe,Italy,Rome
25927,5,21,163,426,Europe,Western Europe,United Kingdom,London
25932,5,21,159,7494,Europe,Western Europe,France,Paris
25933,3,14,103,3412,Asia,South East Asia,Malaysia,Sri Kembangan
25936,5,21,159,7494,Europe,Western Europe,France,Paris
25938,5,20,147,6728,Europe,Southern Europe,Bosnia and Herzegovina,Mostar
25941,3,14,101,3225,Asia,South East Asia,Indonesia,Sanur
25942,5,21,163,1699,Europe,Western Europe,United Kingdom,Plymouth
25943,2,8,51,2147,America,Northern America,United States,Yuma
25948,2,8,51,894,America,Northern America,United States,Colorado Springs
25953,5,20,155,7028,Europe,Southern Europe,Portugal,Tomar
25955,3,14,101,3197,Asia,South East Asia,Indonesia,Pekanbaru
25957,3,14,101,3156,Asia,South East Asia,Indonesia,Malang
25963,3,14,101,3098,Asia,South East Asia,Indonesia,Jakarta
25964,4,15,109,3687,Australia & Oceania,Australia,Australia,Adelaide
25966,4,15,109,4696,Australia & Oceania,Australia,Australia,Mildura
25967,3,13,93,2738,Asia,South Asia,India,Gurugram (Gurgaon)
25974,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
25976,4,15,109,1993,Australia & Oceania,Australia,Australia,Thornton
25978,4,15,109,5070,Australia & Oceania,Australia,Australia,Sale
25979,4,16,115,390,Australia & Oceania,Oceania,New Zealand,Hamilton
25980,5,21,163,8258,Europe,Western Europe,United Kingdom,Edinburgh
25985,3,11,69,2282,Asia,East Asia,China,Hong Kong
25986,4,15,109,4395,Australia & Oceania,Australia,Australia,Hobart
25993,4,15,109,4986,Australia & Oceania,Australia,Australia,Port Noarlunga
25994,4,15,109,3915,Australia & Oceania,Australia,Australia,Brisbane
25995,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
25996,3,12,89,2623,Asia,Middle East,United Arab Emirates,Dubai
25997,4,15,109,3915,Australia & Oceania,Australia,Australia,Brisbane
26000,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
26001,5,21,162,667,Europe,Western Europe,Netherlands,Amsterdam
26003,2,8,51,698,America,Northern America,United States,Austin
26004,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
26007,5,21,163,8779,Europe,Western Europe,United Kingdom,Rayleigh
26008,3,14,107,3567,Asia,South East Asia,Thailand,Bangkok
26009,4,15,109,4980,Australia & Oceania,Australia,Australia,Port Kennedy
26021,3,13,93,2856,Asia,South Asia,India,Pune
26025,5,21,163,4341,Europe,Western Europe,United Kingdom,Guildford
26026,3,14,101,3071,Asia,South East Asia,Indonesia,Denpasar
26027,5,19,145,6681,Europe,Northern Europe,Sweden,Malm̦
26033,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
26034,5,21,162,7772,Europe,Western Europe,Netherlands,Leiden
26039,4,15,109,935,Australia & Oceania,Australia,Australia,Darwin
26040,3,14,101,3269,Asia,South East Asia,Indonesia,Tanjung Benoa
26042,3,14,107,3646,Asia,South East Asia,Thailand,Thailand
26043,4,15,109,935,Australia & Oceania,Australia,Australia,Darwin
26046,3,14,106,3551,Asia,South East Asia,Singapore,Singapore
26047,2,8,51,1735,America,Northern America,United States,Raleigh
26048,4,15,109,5368,Australia & Oceania,Australia,Australia,Western Australia
26049,3,14,106,3551,Asia,South East Asia,Singapore,Singapore
26060,3,13,93,2806,Asia,South Asia,India,Mangalore
26061,5,21,163,337,Europe,Western Europe,United Kingdom,Cambridge
26064,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
26066,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
26075,1,3,14,52,Africa,North Africa,Egypt,Cairo
26079,2,8,48,468,America,Northern America,Canada,Ottawa
26080,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
26084,3,14,103,3381,Asia,South East Asia,Malaysia,Penang Island
26087,2,8,51,1398,America,Northern America,United States,Manhattan Beach
26091,5,21,163,8263,Europe,Western Europe,United Kingdom,Ely
26094,2,8,51,1693,America,Northern America,United States,Plano
26096,4,15,109,5368,Australia & Oceania,Australia,Australia,Western Australia
26100,5,21,162,667,Europe,Western Europe,Netherlands,Amsterdam
26103,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
26106,5,21,163,386,Europe,Western Europe,United Kingdom,Grimsby
26107,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
26108,5,21,163,8746,Europe,Western Europe,United Kingdom,Poole
26119,5,21,163,8819,Europe,Western Europe,United Kingdom,Ruislip
26121,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
26123,3,14,101,3285,Asia,South East Asia,Indonesia,Ubud
26124,4,15,109,4472,Australia & Oceania,Australia,Australia,Kawana
26125,3,14,101,3236,Asia,South East Asia,Indonesia,Serpong
26126,3,11,71,2351,Asia,East Asia,Japan,Japan
26128,4,15,109,4262,Australia & Oceania,Australia,Australia,Fremantle
26129,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
26130,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
26134,4,16,115,5671,Australia & Oceania,Oceania,New Zealand,Wellington
26135,5,21,163,8945,Europe,Western Europe,United Kingdom,Sunderland
26139,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
26141,2,8,51,1447,America,Northern America,United States,Mesa
26142,3,14,107,3577,Asia,South East Asia,Thailand,Chiang Mai
26143,4,15,109,161,Australia & Oceania,Australia,Australia,Newcastle
26145,5,21,163,9111,Europe,Western Europe,United Kingdom,Wolverhampton
26146,4,15,109,5062,Australia & Oceania,Australia,Australia,Runaway Bay
26147,5,21,163,9028,Europe,Western Europe,United Kingdom,Walsall UK
26150,2,8,51,1806,America,Northern America,United States,San Francisco
26153,3,13,97,2956,Asia,South Asia,Sri Lanka,Colombo
26156,4,16,115,5671,Australia & Oceania,Oceania,New Zealand,Wellington
26158,4,15,109,3891,Australia & Oceania,Australia,Australia,Booragoon
26159,5,21,163,426,Europe,Western Europe,United Kingdom,London
26160,5,21,163,4575,Europe,Western Europe,United Kingdom,Liverpool
26161,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
26162,5,20,157,7113,Europe,Southern Europe,Spain,Magaluf
26163,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
26165,5,21,163,8569,Europe,Western Europe,United Kingdom,Loughborough
26168,3,11,69,2298,Asia,East Asia,China,Shanghai
26171,4,15,109,3920,Australia & Oceania,Australia,Australia,Brisbane Region
26174,3,11,69,2282,Asia,East Asia,China,Hong Kong
26175,4,15,109,4306,Australia & Oceania,Australia,Australia,Gold Coast QLD
26178,4,15,109,935,Australia & Oceania,Australia,Australia,Darwin
26179,5,20,157,7080,Europe,Southern Europe,Spain,Elche
26180,5,21,163,8271,Europe,Western Europe,United Kingdom,Esher
26187,3,14,106,3551,Asia,South East Asia,Singapore,Singapore
26189,3,14,101,3098,Asia,South East Asia,Indonesia,Jakarta
26191,5,20,157,7155,Europe,Southern Europe,Spain,Roses
26192,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
26194,4,15,109,649,Australia & Oceania,Australia,Australia,Albany
26200,5,21,163,426,Europe,Western Europe,United Kingdom,London
26202,4,15,109,5121,Australia & Oceania,Australia,Australia,South Fremantle
26204,5,21,163,7987,Europe,Western Europe,United Kingdom,Beckermet
26205,2,8,50,590,America,Northern America,Mexico,Cabo San Lucas
26207,4,16,115,5530,Australia & Oceania,Oceania,New Zealand,Hastings
26209,5,20,150,6767,Europe,Southern Europe,Greece,Mykonos
26212,5,21,163,8258,Europe,Western Europe,United Kingdom,Edinburgh
26213,4,15,109,4304,Australia & Oceania,Australia,Australia,Gold coast Australia
26214,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
26215,5,20,151,6938,Europe,Southern Europe,Italy,Treviso
26218,5,20,151,6808,Europe,Southern Europe,Italy,Bologna
26222,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
26223,4,15,109,5267,Australia & Oceania,Australia,Australia,Townsville
26225,2,8,51,1404,America,Northern America,United States,Marble
26226,4,16,115,1546,Australia & Oceania,Oceania,New Zealand,New Plymouth
26227,3,11,69,2266,Asia,East Asia,China,Beijing
26229,4,15,109,3687,Australia & Oceania,Australia,Australia,Adelaide
26231,2,8,51,1423,America,Northern America,United States,McAllen
26235,5,21,163,1034,Europe,Western Europe,United Kingdom,Falmouth
26236,4,15,109,3765,Australia & Oceania,Australia,Australia,Bairnsdale
26241,5,21,163,8688,Europe,Western Europe,United Kingdom,Nottinghamshire
26245,4,15,109,228,Australia & Oceania,Australia,Australia,Bridgetown
26246,3,14,106,3551,Asia,South East Asia,Singapore,Singapore
26253,2,8,51,1847,America,Northern America,United States,Seattle
26254,3,14,101,3140,Asia,South East Asia,Indonesia,Kuta
26257,3,14,101,3285,Asia,South East Asia,Indonesia,Ubud
26265,3,14,101,3013,Asia,South East Asia,Indonesia,Bali
26271,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
26275,4,15,109,532,Australia & Oceania,Australia,Australia,Sunshine Coast
26276,4,16,115,5488,Australia & Oceania,Oceania,New Zealand,Auckland Central
26278,4,15,109,935,Australia & Oceania,Australia,Australia,Darwin
26280,5,21,163,9039,Europe,Western Europe,United Kingdom,Warwickshire
26282,4,15,109,5036,Australia & Oceania,Australia,Australia,Ringwood
26287,4,15,109,3687,Australia & Oceania,Australia,Australia,Adelaide
26296,4,15,109,3915,Australia & Oceania,Australia,Australia,Brisbane
26307,5,21,163,8987,Europe,Western Europe,United Kingdom,Tickton
26309,3,13,94,2934,Asia,South Asia,Maldives,Male
26311,4,15,109,3705,Australia & Oceania,Australia,Australia,Allansford
26313,4,15,109,3915,Australia & Oceania,Australia,Australia,Brisbane
26329,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
26330,5,21,163,8258,Europe,Western Europe,United Kingdom,Edinburgh
26331,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
26333,3,14,101,3098,Asia,South East Asia,Indonesia,Jakarta
26335,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
26337,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
26344,5,21,158,7241,Europe,Western Europe,Belgium,Hoogstraten
26346,5,19,145,6659,Europe,Northern Europe,Sweden,J̦nk̦ping
26347,3,13,93,2719,Asia,South Asia,India,Dindigul
26354,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
26358,5,21,163,4406,Europe,Western Europe,United Kingdom,Horsham
26362,3,14,106,3551,Asia,South East Asia,Singapore,Singapore
26363,4,15,109,5329,Australia & Oceania,Australia,Australia,Walpole
26366,1,2,6,18,Africa,East Africa,Mauritius,Mauritius
26367,3,14,106,3551,Asia,South East Asia,Singapore,Singapore
26369,2,8,51,1317,America,Northern America,United States,Lakewood
26370,4,15,109,4347,Australia & Oceania,Australia,Australia,Gympie
26373,5,21,163,8513,Europe,Western Europe,United Kingdom,Leeds
26377,1,4,22,136,Africa,Southern Africa,South Africa,Johannesburg
26378,3,14,103,3354,Asia,South East Asia,Malaysia,Kuala Lumpur
26380,4,15,109,935,Australia & Oceania,Australia,Australia,Darwin
26389,5,17,125,6001,Europe,Central Europe,Germany,Southern Germany
26392,4,15,109,4303,Australia & Oceania,Australia,Australia,Gold Coast
26394,2,8,51,1676,America,Northern America,United States,Phoenix
26395,4,15,109,4395,Australia & Oceania,Australia,Australia,Hobart
26398,3,14,105,3501,Asia,South East Asia,Philippines,Pasig
26412,3,14,101,3071,Asia,South East Asia,Indonesia,Denpasar
26415,3,14,101,3166,Asia,South East Asia,Indonesia,Mengwi
26417,5,21,163,1743,Europe,Western Europe,United Kingdom,Reading
26418,4,15,109,3687,Australia & Oceania,Australia,Australia,Adelaide
26420,4,15,109,4395,Australia & Oceania,Australia,Australia,Hobart
26422,4,15,109,161,Australia & Oceania,Australia,Australia,Newcastle
26424,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
26432,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
26433,3,14,101,3146,Asia,South East Asia,Indonesia,Legian
26437,4,15,109,4784,Australia & Oceania,Australia,Australia,Munno Para
26440,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
26441,3,14,101,3095,Asia,South East Asia,Indonesia,Indonesia
26443,2,9,54,2200,America,South America,Brazil,Rio das Ostras
26447,5,21,163,8513,Europe,Western Europe,United Kingdom,Leeds
26451,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
26458,3,11,71,2409,Asia,East Asia,Japan,Tokyo
26459,4,15,109,5267,Australia & Oceania,Australia,Australia,Townsville
26460,3,14,105,246,Asia,South East Asia,Philippines,San Juan
26462,3,14,101,3260,Asia,South East Asia,Indonesia,Surabaya
26463,2,8,51,1552,America,Northern America,United States,New York City
26466,3,12,89,2617,Asia,Middle East,United Arab Emirates,Abu Dhabi
26473,2,8,50,619,America,Northern America,Mexico,Puerto Vallarta
26476,2,8,51,1748,America,Northern America,United States,Redmond
26486,3,11,69,2298,Asia,East Asia,China,Shanghai
26488,2,8,51,1676,America,Northern America,United States,Phoenix
26491,2,8,51,394,America,Northern America,United States,Houston
26498,5,21,162,667,Europe,Western Europe,Netherlands,Amsterdam
26499,4,15,109,302,Australia & Oceania,Australia,Australia,Abbotsford
26500,5,21,163,1396,Europe,Western Europe,United Kingdom,Manchester
26502,1,2,6,18,Africa,East Africa,Mauritius,Mauritius
26504,4,16,110,5466,Australia & Oceania,Oceania,Fiji,Viti Levu
26508,3,14,106,3551,Asia,South East Asia,Singapore,Singapore
26510,2,8,51,1552,America,Northern America,United States,New York City
26519,2,9,52,2149,America,South America,Argentina,Buenos Aires
26520,5,21,163,9009,Europe,Western Europe,United Kingdom,United Kingdom
26522,3,14,101,3165,Asia,South East Asia,Indonesia,Megamendung
26523,5,21,163,426,Europe,Western Europe,United Kingdom,London
26524,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
26525,2,8,51,1552,America,Northern America,United States,New York City
26530,4,15,109,4940,Australia & Oceania,Australia,Australia,Perth
26532,3,14,101,3164,Asia,South East Asia,Indonesia,Medan
26533,3,14,101,3098,Asia,South East Asia,Indonesia,Jakarta
26534,5,21,163,426,Europe,Western Europe,United Kingdom,London
26537,3,14,101,3013,Asia,South East Asia,Indonesia,Bali
26541,4,15,109,4287,Australia & Oceania,Australia,Australia,Glass House Mountains
26545,4,15,109,5323,Australia & Oceania,Australia,Australia,Wallan
26546,4,15,109,4330,Australia & Oceania,Australia,Australia,Greater Perth
26548,2,8,48,554,America,Northern America,Canada,Vancouver
26551,4,15,109,3915,Australia & Oceania,Australia,Australia,Brisbane
26552,4,15,109,3687,Australia & Oceania,Australia,Australia,Adelaide
26559,4,16,115,5671,Australia & Oceania,Oceania,New Zealand,Wellington
26568,5,21,163,8513,Europe,Western Europe,United Kingdom,Leeds
26569,3,14,101,3146,Asia,South East Asia,Indonesia,Legian
26574,3,14,101,3260,Asia,South East Asia,Indonesia,Surabaya
26576,3,14,107,3567,Asia,South East Asia,Thailand,Bangkok
26577,3,14,101,3013,Asia,South East Asia,Indonesia,Bali
26585,4,15,109,3696,Australia & Oceania,Australia,Australia,Albury
26593,2,8,51,734,America,Northern America,United States,Bethlehem
26594,4,15,109,3687,Australia & Oceania,Australia,Australia,Adelaide
26597,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
26598,4,15,109,5170,Australia & Oceania,Australia,Australia,Sunbury
26601,2,8,51,851,America,Northern America,United States,Chattanooga
26602,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne
26604,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney
26608,3,13,93,2745,Asia,South Asia,India,Hyderabad
26610,5,21,163,1870,Europe,Western Europe,United Kingdom,Shrewsbury
26611,3,14,106,3551,Asia,South East Asia,Singapore,Singapore
26612,3,13,93,2787,Asia,South Asia,India,Kolkata (Calcutta)
26617,3,13,93,2690,Asia,South Asia,India,Bengaluru
26619,5,21,163,8888,Europe,Western Europe,United Kingdom,Southend-on-Sea
26620,5,21,163,426,Europe,Western Europe,United Kingdom,London
26623,4,15,109,3687,Australia & Oceania,Australia,Australia,Adelaide
26627,2,8,51,868,America,Northern America,United States,Cincinnati
